id,name_zh,name_en,lat,lon,open_date,close_date,open_dates_raw,close_dates_raw
Q84032,高鐵雲林站,Yunlin HSR station,23.73638889,120.41638889,2015-01-01,,2015-12-01,
Q118055,西安站,Xi'an railway station,34.2786,108.958,1935-01-01,,1935-01-01,
Q130440,北京丰台站,Beijing Fengtai railway station,39.849772,116.294567,1896-01-01,,1896-01-01,
Q248045,昆山南站,Kunshan South railway station,31.355,120.94638889,2010-01-01,,2010-07-01,
Q250600,莘庄站,Xinzhuang Railway Station,31.1131,121.381,,,,
Q261917,无锡新区站,Wuxi Xinqu railway station,31.499302777,120.38715,,,,
Q370686,内江站,Neijiang railway station,29.5909,105.0339,1953-01-01,,1953-01-01,
Q523887,北京西站,Beijing West railway station,39.8935439,116.3149215,1996-01-01,,1996-01-21,
Q529728,上海站,Shanghai railway station,31.251552777,121.450447222,1987-01-01,,1987-01-01,
Q5443426,豐富車站,Fengfu Station,24.604222222,120.826361111,1903-01-01,,1903-05-25,
Q5443427,奉化站,Fenghua railway station,29.63027778,121.46027778,,,,
Q5443448,仙游站,Xianyou railway station,25.253472222,118.866666666,2015-01-01,,2015-02-04,
Q5443454,豐原車站,Fengyuan railway station,24.25438889,120.72344444,1905-01-01,,1905-05-15,
Q5443455,丰镇站,Fengzhen Railway Station,40.434163888,113.156611111,,,,
Q5506826,福安站,Fu'an railway station,26.83833333,119.71611111,,,,
Q5507075,福鼎站,Fuding railway station,27.2829,120.19,2009-01-01,,2009-09-28,
Q5507936,涪陵北站,Fuling North Railway Station,29.773463888,107.273522222,,,,
Q5508375,福隆車站,Fulong Station,25.01594444,121.94486111,1924-01-01,,1924-11-30,
Q5509436,福清站,Fuqing railway station,25.6757,119.384,,,,
Q5510012,福生庄站,Fushengzhuang Railway Station,40.96628,112.45545,,,,
Q5510947,阜新站,Fuxin railway station,42.055337,121.654537,2018-01-01,,2018-12-29,
Q5511001,抚州东站,Fuzhou East railway station,28.264257,116.611808,,,,
Q5511013,福州南站,Fuzhou South railway station,25.9862,119.39,2010-01-01,,2010-04-26,
Q5521099,刚察站,Gangcha railway station,37.243689,100.098418,,,,
Q5521288,岗秀站,Gangxiu railway station,31.56573,91.92003,,,,
Q5521403,甘隆站,Ganlong railway station,35.992483,94.818365,2006-01-01,,2006-07-01,
Q6648055,齐齐哈尔站,Qiqihar railway station,47.3375,123.99,1909-01-01,,1909-01-01,
Q6673658,龙川站,Longchuan railway station,24.115,115.2325,,,,
Q6673862,深圳坪山站,Shenzhen Pingshan railway station,22.7064,114.34,2013-01-01,,2013-12-28,
Q6674038,龍井車站,Longjing railway station,24.19755556,120.54333333,1920-01-01,,1920-12-15,
Q6674150,龙南站,Longnan railway station,24.92305565,114.87291718,,,,
Q6674578,龙游站,Longyou railway station,29.00555556,119.16069444,,,,
Q6685972,娄底南站,Loudi South railway station,27.66584167,112.00906944,2014-01-01,,2014-12-16,
Q6699602,禄丰站,Lufeng Railway Station,25.18778,102.05737,1966-01-01,,1966-01-01,
Q6699603,陆丰站,Lufeng railway station,22.95036667,115.72861944,,,,
Q6704578,漯河西站,Luohe West railway station,33.574444444,113.9575,2012-01-01,,2012-09-28,
Q6704628,罗田站,Luotian Railway Station,27.33861111,117.5925,,,,
Q6704633,罗文皂站,Luowenzao Railway Station,40.410036874,113.898845648,,,,
Q6704647,罗源站,Luoyuan railway station,26.4558,119.576,,,,
Q6704645,洛阳龙门站,Luoyang Longmen railway station,34.59395,112.45262,2010-01-01,,2010-02-01,
Q6705095,庐山站,Lushan railway station,29.59861111,115.87638889,1910-01-01,,1910-01-01,
Q6729612,马盖图站,Magaitu Railway Station,40.90553,112.69913,,,,
Q5960980,居庸关站,Juyongguan Railway Station,40.3,116.06,1909-01-01,,1909-01-01,
Q5963105,梅道站,May Road,22.2734,114.156,1888-01-01,,1888-05-30,
Q5963125,台州西站,Taizhou West railway station,28.6892,121.286,2009-01-01,,2009-01-01,
Q5963337,青龙桥站,Qinglongqiao railway station,40.350263888,116.0186,1908-01-01,,1908-01-01,
Q5963471,南口站,Nankou railway station,40.238025,116.122833333,1906-01-01,,1906-09-30,
Q5964826,柳州站,Liuzhou Railway Station,24.31,109.384,1941-01-01,,1941-03-01,
Q5964925,二连站,Erlian Railway Station,43.655555555,111.979722222,,,,
Q5965032,桂林站,Guilin Railway Station,25.263611111,110.278055555,1938-01-01,,1938-01-01,
Q5966210,沙河站,Shahe railway station,40.117777777,116.251666666,1905-01-01,,1905-01-01,
Q5968548,沙城站,Shacheng railway station,40.39594444,115.50952778,1909-01-01,,1909-01-01,
Q5969824,无锡站,Wuxi railway station,31.5892,120.301,1906-01-01,,1906-01-01,
Q4765820,安靖站,Anjing railway station,30.74,104.03416667,2017-01-01,,2017-07-01,
Q4765875,安居站,Anju Railway Station,40.989051,112.378079,,,,
Q4770657,鞍山西站,Anshan West railway station,41.1164,122.909,2012-01-01,,2012-12-01,
Q4770681,安顺站,Anshun Railway Station,26.234166,105.939166,,,,
Q4774982,安亭北站,Anting North railway station,31.3149,121.159,,,,
Q4778215,安阳东站,Anyang East railway station,36.083927,114.448108,,,,
Q4840549,八达岭站,Badaling railway station,40.36,116.001666666,1979-01-01,,1979-01-01,
Q4841074,野三关站,Yesanguan railway station,30.665022,110.353657,,,,
Q4843219,白果站,Baiguo railway station,28.813739,102.602431,1970-01-01,,1970-01-01,
Q4848729,白塔站,Baita railway station,40.8696572,111.8454813,1923-01-01,,1923-01-01,
Q4848759,白杨坪站,Baiyangping Railway Station,30.47975,109.62304,,,,
Q4857448,保定东站,Baoding East railway station,38.863331388,115.595833333,,,,
Q4857459,宝鸡南站,Baoji South railway station,34.335637,107.22786,2013-01-01,,2013-12-28,
Q4857483,包头东站,Baotou East railway station,40.569671,110.0246,1923-01-01,,1923-01-01,
Q4857484,包頭站,Baotou railway station,40.605,109.83027778,1956-01-01,,1956-01-01,
Q4857491,堡子湾站,Baoziwan Railway Station,40.3345,113.28007,,,,
Q4860976,白加道站,Barker Road,22.271,114.152,1888-01-01,,1888-05-30,
Q4868403,八苏木站,Basumu Railway Station,40.952892,112.848467,,,,
Q4881048,北戴河站,Beidaihe railway station,39.84972222,119.41361111,1893-01-01,,1893-01-01,
Q4881090,北滘站,Beijiao railway station,22.91792222,113.25848333,2011-01-01,,2011-01-07,
Q4881363,北埔車站,Beipu Station,24.03238889,121.60130556,1975-01-01,,1975-07-26,
Q4881360,北票站,Beipiao railway station,41.766455,120.783338,2018-01-01,,2018-12-29,
Q4887727,蚌埠南站,Bengbu South railway station,33.676586,117.246287,2011-01-01,,2011-07-01,
Q4907220,碧江站,Bijiang railway station,22.9525,113.2571,,,,
Q4907370,毕克齐站,Bikeqi Railway Station,40.722093,111.279903,,,,
Q4917330,璧山站,Bishan railway station,29.506715,106.220832,,,,
Q4985157,不冻泉站,Budongquan railway station,35.536429,93.93134,2006-01-01,,2006-07-01,
Q4997232,布玛德站,Bumade railway station,33.44437,91.93143,,,,
Q4998045,布强格站,Buqiangge railway station,33.251958,91.863489,2006-01-01,,2006-07-01,
Q5032346,苍南站,Cangnan railway station,27.53111111,120.40722222,2009-01-01,,2009-09-28,
Q5032349,沧州站,Cangzhou railway station,38.309021944,116.871938888,,,,
Q5032353,沧州西站,Cangzhou West railway station,38.306313,116.761247,2011-01-01,,2011-06-30,
Q5066580,察尔汗站,Chaerhan railway station,36.79944444,95.29861111,,,,
Q5067524,察汗诺站,Chahannuo Railway Station,37.010092,98.829721,,,,
Q5067772,柴沟堡站,Chaigoubu Railway Station,40.67027778,114.40861111,,,,
Q5071634,長榮大學車站,Chang Jung Christian University Station,22.90722222,120.27277778,2011-01-01,,2011-01-02,
Q5648134,杭州南站,Hangzhou South railway station,30.17444444,120.29,1992-01-01,,1992-01-01,
Q5654429,哈尔滨北站,Harbin North railway station,45.8486,126.5302,2015-01-01,,2015-08-17,
Q5654454,哈尔滨西站,Harbin West railway station,45.706929,126.578014,2012-01-01,,2012-01-01,
Q5695777,鹤壁东站,Hebi East railway station,35.70557222,114.29488056,,,,
Q5701719,和乐站,Hele railway station,18.924975,110.453527777,2024-01-01,,2024-10-15,
Q5714258,横店东站,Hengdian East railway station,30.81666667,114.32027778,2009-01-01,,2009-01-01,
Q5714311,横沥站,Hengli railway station,23.031219,113.954311,,,,
Q5714345,衡山西站,Hengshan West railway station,27.2511,112.7837,2009-01-01,,2009-12-26,
Q5714365,衡水站,Hengshui railway station,37.74388889,115.68527778,1940-01-01,,1940-01-01,
Q5731900,和平站,Heping railway station,24.460277777,114.964444444,,,,
Q5731922,和平車站,Heping Station,24.29880556,121.75477778,1979-01-01,,1979-02-08,
Q5738173,和仁車站,Heren Station,24.24325,121.71213889,1979-01-01,,1979-02-08,
Q5749820,河源站,Heyuan railway station,23.761,114.682,,,,
Q5895800,红海站,Honghai Railway Station,23.12623,113.83948,1975-01-01,2007-01-01,1975-07-01,2007-05-01
Q5895808,红光站,Hongguang Railway Station,42.777110174,93.586421172,1959-01-01,,1959-01-01,
Q5895981,红旗营东站,Hongqiying East Railway Station,47.08508,123.98149,,,,
Q5913174,鲘门站,Houmen railway station,22.81571111,115.12016389,,,,
Q5916925,猴硐車站,Houtong Station,25.08722222,121.82769444,1920-01-01,,1920-01-27,
Q5925135,怀化南站,Huaihua South railway station,27.51527778,109.98861111,2014-01-01,,2014-12-16,
Q5925919,皇姑屯站,Huanggutun railway station,41.8103,123.391,1907-01-01,,1907-01-01,
Q5926056,黄土店站,Huangtudian railway station,40.068611111,116.358055555,1966-01-01,,1966-01-01,
Q5926065,湟源站,Huangyuan Railway Station,36.68301,101.23996,,,,
Q5926126,苏州北站,Suzhou North railway station,31.4236,120.639,2011-01-01,,2011-06-30,
Q5926136,花桥站,Huaqiao railway station,31.3358,121.046,,,,
Q5926243,华山北站,Huashan North railway station,34.58311,110.093047,2010-01-01,,2010-01-01,
Q5926321,花壇車站,Huatan railway station,24.02494444,120.53738889,1905-01-01,,1905-03-26,
Q5934499,西安北站,Xi'an North railway station,34.3766,108.934,2011-01-01,,2011-01-01,
Q5934857,惠安站,Hui'an railway station,25.06055556,118.70944444,2015-01-01,,2015-02-04,
Q986410,长沙南站,Changsha South railway station,28.15027778,113.05888889,2009-01-01,,2009-01-01,
Q986721,福田站,Futian Railway Station,22.54095,114.05195,2015-01-01,,2015-12-30,
Q986802,西宁站,Xining railway station,36.6203,101.812,1959-01-01,,1959-10-01,
Q986869,重庆站,Chongqing railway station,29.55263889,106.54402778,1952-01-01,2022-01-01,1952-01-01,2022-06-20
Q986905,大连站,Dalian railway station,38.921500673,121.627702197,1903-01-01,,1903-01-01,
Q986920,乌鲁木齐南站,Ürümqi South railway station,43.779166666,87.583333333,1962-01-01,,1962-01-01,
Q6122029,集宁南站,Jining South railway station,41.02972222,113.09138889,1921-01-01,,1921-01-01,
Q6123869,指南宮站,Zhinan Temple Station,24.979027777,121.589638888,2007-01-01,,2007-07-04,
Q6126758,南靖車站,Nanjing Station,23.4135,120.38613889,1911-01-01,,1911-03-20,
Q6127189,四腳亭車站,Sihjiaoting Station,25.10287778,121.76118611,1919-01-01,,1919-05-05,
Q6127312,中洲車站,Zhongzhou Station,22.9048,120.253,1901-01-01,,1901-12-11,
Q6127747,暖暖車站,Nuannuan Station,25.10233056,121.74063333,1919-01-01,,1919-05-05,
Q6127755,新馬車站,Xinma railway station,24.6153,121.823,1920-01-01,,1920-11-22,
Q6127873,石城車站,Shihcheng Station,24.97844444,121.94544444,1953-01-01,,1953-05-01,
Q584376,武汉站,Wuhan railway station,30.60967,114.41898,2009-01-01,,2009-12-26,
Q617090,宜昌站,Yichang Railway Station,30.704166666,111.293333333,,,,
Q632745,上海西站,Shanghai West railway station,31.265277777,121.396111111,1905-01-01,,1905-01-01,
Q700372,高鐵台南站,Tainan HSR station,22.9247,120.286,2006-01-01,,2006-01-01,
Q700588,台北車站,Taipei Main Station,25.047777777,121.517222222,1891-01-01,,1891-10-20,
Q6129642,雙溪車站,Shuangsi Station,25.03877778,121.86661111,1924-01-01,,1924-11-30,
Q6129714,永樂車站,Yongle railway station,24.5686,121.845,1980-01-01,,1980-02-01,
Q6129967,屏東車站,Pingtung Station,22.66916667,120.48527778,1913-01-01,,1913-12-20,
Q6130416,沈阳站,Shenyang railway station,41.795,123.39416667,1899-01-01,,1899-01-01,
Q6130573,南澳車站,Nan-ao Station,24.46328333,121.80141667,1980-01-01,,1980-02-01,
Q6131986,勝興車站,Shengxing Station,24.38822222,120.78203889,1907-01-01,1998-01-01,1907-04-01,1998-09-24
Q6137789,蘇澳車站,Su'ao Station,24.5953,121.851,1919-01-01,,1919-01-01,
Q6138191,宜蘭車站,Yilan Station,24.7546,121.758,1919-01-01,,1919-01-01,
Q6963696,南京西站,Nanjing West railway station,32.09722222,118.73666667,,,,
Q6963774,南朗站,Nanlang railway station,22.4891,113.52813,2011-01-01,,2011-01-07,
Q6964234,南山站,Nanshan railway station,37.144023,98.869225,,,,
Q6964244,南勢車站,Nanshi Station,24.52317222,120.79178056,1903-01-01,,1903-07-01,
Q6964352,南頭站,Nantou railway station,22.71562,113.30342,,,,
Q7038655,宁波东站,Ningbo East railway station,29.862363,121.53692,2010-01-01,,2010-09-08,
Q7038698,宁海站,Ninghai Railway Station,29.3368,121.42000278,,,,
Q7041694,牛河梁站,Niuheliang railway station,41.193936,119.39246,2018-01-01,,2018-12-29,
Q7107443,石景山南站,Shijingshannan Railway Station,39.87361145,116.20861053,1907-01-01,,1907-01-01,
Q7107585,黄土坡线路所,Huangtupo Railway Station,39.768756,116.279006,1896-01-01,,1896-01-01,
Q7107771,长辛店站,Changxindian Railway Station,39.8272,116.2008,,,,
Q7107999,丰台西站,Fengtaixi Railway Station,39.83916667,116.24833333,1956-01-01,,1956-03-01,
Q7108056,广安门站,Guang'anmen Railway Station,39.88420833,116.34428611,1906-01-01,2009-01-01,1906-01-01,2009-10-25
Q7109027,亦庄站,Yizhuang railway station,39.8119,116.596,2024-01-01,,2024-09-29,
Q7131257,盘锦北站,Panjin North railway station,41.33314167,121.80230556,2004-01-01,,2004-01-01,
Q7189947,郫县站,Pixian railway station,30.81095556,103.90595278,2010-01-01,,2010-01-01,
Q7195781,平湖站,Pinghu railway station,22.69472222,114.12,2016-01-01,,2016-09-26,
Q7195804,平泉北站,Pingquan North railway station,41.03706,118.705111,2018-01-01,,2018-12-29,
Q5616930,黔灵山站,Qianlingshan Railway Station,26.589945,106.676724,,,,
Q5617913,古露站,Gulu railway station,30.830381,91.618389,2006-01-01,,2006-07-01,
Q5619658,郭磊庄站,Guoleizhuang Railway Station,40.71888889,114.54472222,,,,
Q5620236,古荣站,Gurong railway station,29.76309,90.77651,,,,
Q5620858,孤山站,Gushan Railway Station,40.224916,113.3245,,,,
Q5622838,古营盘站,Guyingpan Railway Station,40.97456,113.104314,,,,
Q5622932,古镇站,Guzhen railway station,22.60095278,113.20066111,,,,
Q5638289,哈尔盖站,Haergai Railway Station,37.182975069,100.415214734,,,,
Q5639450,海宁西站,Haining West railway station,30.44083333,120.38722222,,,,
Q5639790,海晏站,Haiyan railway station,36.86716,100.994248,,,,
Q5646971,漢本車站,Hanben Station,24.33541667,121.76827778,1980-01-01,,1980-02-01,
Q5647000,汉川站,Hanchuan railway station,30.54391944,113.80746667,,,,
Q5647243,邯郸东站,Handan East railway station,36.619722222,114.5525,2012-01-01,,2012-12-26,
Q5648104,航垭站,Hangya Railway Station,37.24833333,96.25944444,,,,
Q5648115,杭州东站,Hangzhou East railway station,30.2932929,120.2083755,1992-01-01,2010-01-01,1992-01-01,2010-01-01
Q7267882,青州市站,Qingzhoushi railway station,36.77176111,118.49720278,2008-01-01,,2008-01-01,
Q7267880,青云谱站,Qingyunpu Railway Station,28.59914062,115.92227789,1958-01-01,,1958-01-01,
Q7267895,琼海站,Qionghai railway station,19.241389,110.4875,,,,
Q7267906,齐齐哈尔南站,Qiqihar South railway station,47.2825,123.96444444,2014-01-01,,2014-10-01,
Q7267924,戚墅堰站,Qishuyan railway station,31.724722222,120.062777777,1907-01-01,,1907-01-01,
Q7267974,旗下营站,Qixiaying railway station,40.974729,112.146142,,,,
Q7267986,齐岳山站,Qiyueshan Railway Station,30.352823,108.709899,,,,
Q7269119,泉州站,Quanzhou railway station,24.97666667,118.56305556,,,,
Q7271613,曲阜东站,Qufu East railway station,35.556547,117.06306,2011-01-01,,2011-06-30,
Q7273067,衢州站,Quzhou railway station,28.92638889,118.87611111,,,,
Q7273375,東太子宮車站,East Taizigong Station,23.29895,120.29466,1938-01-01,1979-01-01,1938-10-01,1979-09-01
Q7274620,太子宮車站,Taizigong Station,23.30004,120.27301,1922-01-01,1979-01-01,1922-03-30,1979-09-01
Q7293710,饶平站,Raoping railway station,23.7147,116.928,,,,
Q7322099,日阿尺曲站,Riachiqu railway station,34.4968,92.72618,,,,
Q7345456,涿州东站,Zhuozhou East railway station,39.45888889,116.04777778,2012-01-01,,2012-12-26,
Q5521574,高安站,Gao'an railway station,28.47416667,115.37972222,,,,
Q5521675,藁城南站,Gaocheng South railway station,37.985289,114.849182,2017-01-01,,2017-12-28,
Q5521672,高碑店东站,Gaobeidian East railway station,39.28777778,115.94055556,2012-01-01,,2012-12-26,
Q5521690,高密站,Gaomi railway station,36.39292222,119.76246667,1901-01-01,,1901-01-01,
Q5521707,高坪站,Gaoping Railway Station,30.66612,110.0852,,,,
Q5521720,高邑西站,Gaoyi West railway station,37.628888888,114.523888888,2012-01-01,,2012-12-26,
Q5522306,花園道站,Garden Road,22.2777,114.159,1888-01-01,,1888-05-30,
Q5529906,格尔木东站,Golmud East Railway Station,36.41888889,94.92361111,,,,
Q5568344,渡市站,Dushi Railway Station,31.028031,107.279421,,,,
Q5581749,公积坂站,Gongjiban Railway Station,40.558312,110.366985,,,,
Q5581753,貢寮車站,Gongliao Station,25.02205556,121.90866667,1924-01-01,,1924-11-30,
Q5581792,共青城站,Gongqingcheng railway station,29.2419,115.775,,,,
Q5581803,巩义南站,Gongyi South railway station,34.671667,112.910556,2010-01-01,,2010-02-06,
Q5588126,沟帮子站,Goubangzi railway station,41.359614,121.76968,,,,
Q5613834,离堆公园站,Lidui Park railway station,30.995324,103.622207,2013-01-01,,2013-01-01,
Q5614479,古城湾站,Guchengwan Railway Station,40.552246,110.10498,,,,
Q5614612,古店站,Gudian Railway Station,40.172387,113.29918,,,,
Q5614749,龜山車站,Guishan Station,24.90488889,121.86888889,1920-01-01,,1920-12-10,
Q5071742,长春西站,Changchun West railway station,43.874111111,125.195027777,2012-01-01,,2012-12-01,
Q5072072,长流站,Changliu railway station,19.99393,110.20212,2019-01-01,,2019-01-01;2019-07-01,
Q5072100,昌平站,Changping railway station,40.188847222,116.187313888,1915-01-01,,1915-01-01,
Q5072150,长阳站,Changyang Railway Station,30.62246944,110.84541944,,,,
Q5072173,常州站,Changzhou railway station,31.786666666,119.966944444,1908-01-01,,1908-01-01,
Q5072820,潮汕站,Chaoshan railway station,23.54242,116.58284,2013-01-01,,2013-12-28,
Q5072858,辽宁朝阳站,Liaoning Chaoyang railway station,41.597902,120.40386,2018-01-01,,2018-12-29,
Q5072857,潮陽站,Chaoyang railway station,23.38396,116.41802,,,,
Q5087263,茶山站,Chashan railway station,23.076961,113.876608,,,,
Q5087464,察素齐站,Chasuqi railway station,40.703888888,111.119444444,,,,
Q5091307,承德南站,Chengde South railway station,40.883037,117.958632,2018-01-01,,2018-12-29,
Q5091316,成都东站,Chengdu East railway station,30.6311,104.139,,,,
Q5091326,成都北站,Chengdu North railway station,30.763602,104.230793,2007-01-01,,2007-01-01,
Q5091347,成功車站,Chenggong railway station,24.11430556,120.59058333,1920-01-01,,1920-12-25,
Q5091381,城西站,Chengxi railway station,19.979167,110.327778,2019-01-01,,2019-07-01,
Q6141052,高鐵嘉義站,Chiayi HSR station,23.4592,120.324,2006-01-01,,2006-01-01,
Q6142478,高鐵台中站,Taichung HSR station,24.1117,120.616,2006-01-01,,2006-10-24,
Q6142514,三貂嶺車站,Sandiaoling Station,25.06591667,121.82263889,1922-01-01,,1922-05-16,
Q6143628,水上車站,Shuishang railway station,23.43388889,120.3995,1902-01-01,,1902-04-20,
Q6146504,高鐵桃園站,Taoyuan HSR station,25.013,121.215,2006-01-01,,2006-11-10,
Q6148073,高鐵新竹站,Hsinchu HSR station,24.8084,121.04,2006-01-01,,2006-11-07,
Q6184194,堅尼地道站,Kennedy Road,22.2765,114.158,1888-01-01,,1888-05-30,
Q6751735,漫水湾站,Manshuiwan Railway Station,28.210344,102.164753,,,,
Q6764970,南樹林車站,South Shulin railway station,24.9805,121.408833333,2015-01-01,,2015-12-23,
Q6794392,马尾站,Mawei Railway Station,25.9895,119.46,1971-01-01,,1971-01-01,
Q6809960,美岱召站,Meidaizhao Railway Station,40.5840186,110.7458668,,,,
Q6810116,梅陇站,Meilong Railway Station,31.141027777,121.407305555,,2024-01-01,,http://www.wikidata.org/.well-known/genid/d7f3cf84344fed5bac92578202440b1a
Q6827632,渑池南站,Mianchi South railway station,34.686243,111.768189,2010-01-01,,2010-02-06,
Q6849874,南浦站,Nanpu Railway Station,31.190212,121.463947,,,,
Q6861608,汨罗东站,Miluo East railway station,28.748538,113.138005,2009-01-01,,2009-01-01,
Q6864713,明港东站,Minggang East railway station,32.48877778,114.05880556,2012-01-01,,2012-09-28,
Q6864863,明珠站,Mingzhu railway station,22.27145,113.51022,,,,
Q6871236,民雄車站,Minxiong Station,23.55508333,120.43147222,1903-01-01,,1903-12-15,
Q6957168,纳赤台站,Nachitai railway station,35.872504,94.554674,2006-01-01,,2006-07-01,
Q6962484,南昌西站,Nanchang West railway station,28.6261,115.788,2013-01-01,,2013-09-26,
Q6963481,南崗站,Nangang Railway Station,23.12365,113.53538,,,,
Q6963676,浦口站,Pukou Railway Station,32.09861111,118.71555556,,,,
Q6963683,南靖站,Nanjing Railway Station,24.5817,117.444,2012-01-01,,2012-06-30,
Q5210899,大里車站,Dali Station,24.96680556,121.92275,1920-01-01,,1920-12-10,
Q5210931,大连北站,Dalian North railway station,39.015911032,121.602460692,2012-01-01,,2012-01-01,
Q5210949,大里堡站,Dalibao,40.728823,111.3798103,,,,
Q5211014,大林車站,Dalin railway station,23.60111111,120.45572222,1903-01-01,,1903-12-15,
Q5221429,丹阳站,Danyang railway station,32.00333333,119.5875,1907-01-01,,1907-01-01,
Q5221838,达琼果站,Daqiongguo railway station,30.30602,90.798547,,,,
Q5221839,大慶車站,Daqing railway station,24.11883333,120.64783333,1998-01-01,,1998-07-07,
Q5226582,大山車站,Dashan railway station,24.64558333,120.80383333,1922-01-01,,1922-10-11,
Q5227659,大田站,Datian Railway Station,23.267743,113.198086,,,,
Q5227708,大同东站,Datong East railway station,40.1114,113.354,,,,
Q5243799,德安站,De'an railway station,29.31166667,115.76166667,,,,
Q5253996,德令哈站,Delingha Railway Station,37.3147944,97.3829985,1984-01-01,,1984-01-01,
Q5268591,德州东站,Dezhou East railway station,37.410886,116.454928,2011-01-01,,2011-06-30,
Q5278250,定南站,Dingnan railway station,24.77777778,115.0,1996-01-01,,1996-01-01,
Q5278268,頂埔車站,Dingpu Station,24.84388333,121.809,1960-01-01,,1960-04-10,
Q1017130,秦皇岛站,Qinhuangdao railway station,39.963822,119.586407,1984-01-01,,1984-09-28,
Q1017158,宁波站,Ningbo railway station,29.864655555,121.53265,1959-01-01,,1959-01-01,
Q1027536,镇江站,Zhenjiang railway station,32.1992,119.427,1908-01-01,,1908-01-01,
Q1033560,員林車站,Yuanlin railway station,23.9596,120.57,1905-01-01,,1905-01-01,
Q1033565,林邊車站,Linbian Station,22.4314,120.515,1940-01-01,,1940-07-19,
Q1033572,東海車站,Donghai Station,22.3989,120.572,1953-01-01,,1953-01-16,
Q1038121,南沙北站,Nanshabei Railway Station,22.868712,113.485232,2017-01-01,,2017-12-28,
Q1040361,南昌站,Nanchang railway station,28.665419444,115.914861111,1935-01-01,,1935-01-01,
Q1045582,苏州站,Suzhou railway station,31.3306,120.606,1906-01-01,,1906-01-01,
Q5970426,旅顺站,Lüshun Railway Station,38.80684,121.24728,1903-01-01,,1903-01-01,
Q5971624,山海关站,Shanhaiguan railway station,39.99916667,119.76152778,1894-01-01,,1894-06-01,
Q5972635,動物園內站,Taipei Zoo South Station,24.990222222,121.587361111,2007-01-01,,2007-07-04,
Q5973710,武清站,Wuqing railway station,39.37139,117.010081,2008-01-01,,2008-08-01,
Q5975526,济南站,Jinan railway station,36.670416666,116.985416666,1911-01-01,,1911-12-01,
Q5975551,南宁站,Nanning railway station,22.8293,108.311,1951-01-01,,1951-01-01,
Q5976618,昆明站,Kunming railway station,25.0175,102.72083333,1966-01-01,,1966-01-01,
Q6118927,张家口站,Zhangjiakou railway station,40.750675,114.876969444,1957-01-01,,1957-01-01,
Q6120290,金华站,Jinhua railway station,29.11333333,119.63083333,1996-01-01,,1996-01-26,
Q5934969,惠东南站,Huidong South railway station,22.8475,114.79,,,,
Q5935214,惠山站,Huishan railway station,31.67159722,120.19640278,,,,
Q5935297,惠阳站,Huiyang railway station,22.7872,114.488,,,,
Q5935301,惠州站,Huizhou railway station,23.153508,114.411404,,,,
Q5935316,惠州西站,Huizhou West railway station,23.0924,114.3627,,,,
Q5936404,葫芦岛北站,Huludao North railway station,40.741825,120.75764444,2003-01-01,,2003-01-01,
Q5938698,公主岭站,Gongzhuling railway station,43.50664,124.805659,,,,
Q5939210,万水泉站,Wanshuiquan Railway Station,40.590946,109.934656,1958-01-01,,1958-01-01,
Q5939944,铁岭站,Tieling railway station,42.2911,123.83,1900-01-01,,1900-01-01,
Q5941755,嘉兴南站,Jiaxing South railway station,30.69305556,120.79555556,2010-01-01,,2010-10-26,
Q5944515,宣化站,Xuanhua Railway Station,40.5961,115.05,1909-01-01,,1909-01-01,
Q5945956,塘沽站,Tanggu railway station,39.026666666,117.635,1888-01-01,,1888-01-01,
Q5946033,九江站,Jiujiang railway station,29.70444444,116.00666667,1996-01-01,,1996-01-01,
Q5946069,获鹿站,Huolu railway station,38.076656,114.31435,,,,
Q7487227,沙岭子站,Shalingzi railway station,40.67194444,114.91916667,,,,
Q7487445,凤山车站,Fengshan Station,22.6314,120.358,1907-01-01,,1907-10-01,
Q7488569,上饶站,Shangrao railway station,28.49416667,118.00111111,,,,
Q7488613,绍兴东站,Shaoxing East railway station,30.05888889,120.84194444,,,,
Q7489114,汕尾站,Shanwei railway station,22.8137,115.427,2013-01-01,,2013-12-28,
Q7489186,韶山南站,Shaoshan South railway station,27.8881772,112.5476219,2014-01-01,,2014-12-16,
Q7489190,绍兴北站,Shaoxing North railway station,30.10222222,120.53444444,2013-01-01,,2013-07-01,
Q7489193,邵阳北站,Shaoyang North railway station,27.57416667,111.50444444,2014-01-01,,2014-12-16,
Q7489276,沙坪坝站,Shapingba railway station,29.556530555,106.456036111,1979-01-01,,1979-01-01,
Q7489296,沙浦站,Shapu Railway Station,23.156396,113.653971,,,,
Q7493281,蛇口西站,Shekou Railway Station,22.483972222,113.894972222,,,,
Q7494238,乐清东站,Yueqingdong Railway Station,28.20032222,120.98711667,2009-01-01,,2009-09-28,
Q7494385,深圳西站,Shenzhen West railway station,22.531389,113.902778,1993-01-01,,1993-01-01,
Q7495673,社頭車站,Shetou railway station,23.89572222,120.58038889,1905-01-01,,1905-03-26,
Q798114,清华园站,Qinghuayuan Railway Station,39.990305555,116.325666666,1910-01-01,2016-01-01,1910-01-01,2016-11-01
Q800969,个旧站,Gejiu Railway Station,23.5167719,103.2120272,,,,
Q800996,喀什站,Kashgar railway station,39.49194444,76.04611111,1999-01-01,,1999-01-01,
Q846763,郑州站,Zhengzhou railway station,34.7478,113.654,1904-01-01,,1904-01-01,
